recovery_id,failure_id,run_id,recovery_attempt_number,recovery_attempted,recovery_strategy,recovery_trigger,recovery_steps,recovery_success,recovery_latency_ms,recovery_token_cost,final_outcome
run_000031_f02_r01,run_000031_f02,run_000031,1,True,use_additional_evidence,step_status=error at run_000031_s013r,2,True,6434,956,success
run_000031_f03_r01,run_000031_f03,run_000031,1,True,replan,step_status=error at run_000031_s014r,2,True,3780,724,success
run_000036_f01_r01,run_000036_f01,run_000036,1,True,change_execution_strategy,step_status=error at run_000036_s002,2,True,4220,1124,success
run_000036_f02_r01,run_000036_f02,run_000036,1,True,alternative_tool,step_status=error at run_000036_s005,2,True,9266,424,success
run_000037_f01_r01,run_000037_f01,run_000037,1,True,verify_result,step_status=error at run_000037_s003,2,True,15914,506,success
run_000038_f01_r01,run_000038_f01,run_000038,1,True,alternative_tool,step_status=error at run_000038_s009,2,True,14764,202,success
run_000038_f02_r01,run_000038_f02,run_000038,1,True,verify_result,step_status=error at run_000038_s016r,3,False,18456,501,partial_success
run_000038_f02_r02,run_000038_f02,run_000038,2,True,verify_result,prior recovery attempt 1 failed,3,True,16119,1470,success
run_000038_f03_r01,run_000038_f03,run_000038,1,True,verify_result,step_status=error at run_000038_s019r,2,False,2464,204,partial_success
run_000042_f01_r01,run_000042_f01,run_000042,1,True,change_execution_strategy,step_status=error at run_000042_s010,1,False,7158,96,partial_success
run_000043_f01_r01,run_000043_f01,run_000043,1,True,retry,step_status=error at run_000043_s009,1,True,6464,555,success
run_000043_f02_r01,run_000043_f02,run_000043,0,False,,,0,False,0,0,failed
run_000046_f01_r01,run_000046_f01,run_000046,0,False,,,0,False,0,0,failed
run_000047_f01_r01,run_000047_f01,run_000047,0,False,,,0,False,0,0,failed
run_000051_f01_r01,run_000051_f01,run_000051,1,True,verify_result,step_status=error at run_000051_s005,2,True,15668,516,success
run_000054_f01_r01,run_000054_f01,run_000054,1,True,reformulate_query,step_status=error at run_000054_s003,2,False,4024,588,partial_success
run_000054_f01_r02,run_000054_f01,run_000054,2,True,alternative_tool,prior recovery attempt 1 failed,2,False,10392,338,partial_success
run_000054_f02_r01,run_000054_f02,run_000054,1,True,verify_result,step_status=error at run_000054_s014r,1,False,3945,146,partial_success
run_000054_f02_r02,run_000054_f02,run_000054,2,True,use_additional_evidence,prior recovery attempt 1 failed,3,False,10455,744,partial_success
run_000054_f03_r01,run_000054_f03,run_000054,1,True,replan,step_status=error at run_000054_s017r,1,False,4268,70,failed
run_000058_f01_r01,run_000058_f01,run_000058,1,True,change_execution_strategy,step_status=error at run_000058_s002,3,False,21993,1305,partial_success
run_000058_f02_r01,run_000058_f02,run_000058,0,False,,,0,False,0,0,failed
run_000060_f01_r01,run_000060_f01,run_000060,1,True,replan,step_status=error at run_000060_s010,2,True,3712,686,success
run_000060_f02_r01,run_000060_f02,run_000060,1,True,replan,step_status=error at run_000060_s013r,2,True,11584,482,success
run_000061_f01_r01,run_000061_f01,run_000061,0,False,,,0,False,0,0,failed
run_000062_f01_r01,run_000062_f01,run_000062,1,True,rollback,step_status=error at run_000062_s004,3,True,13020,489,success
run_000062_f02_r01,run_000062_f02,run_000062,0,False,,,0,False,0,0,failed
run_000063_f01_r01,run_000063_f01,run_000063,1,True,change_execution_strategy,step_status=error at run_000063_s001,3,True,17445,603,success
run_000063_f02_r01,run_000063_f02,run_000063,1,True,retry,step_status=error at run_000063_s005,3,False,2277,1536,partial_success
run_000064_f01_r01,run_000064_f01,run_000064,1,True,verify_result,step_status=error at run_000064_s008,3,True,1875,1080,success
run_000065_f01_r01,run_000065_f01,run_000065,1,True,ask_for_clarification,step_status=error at run_000065_s001,1,True,4782,195,success
run_000065_f02_r01,run_000065_f02,run_000065,1,True,retry,step_status=error at run_000065_s006,2,True,15942,340,success
run_000069_f01_r01,run_000069_f01,run_000069,1,True,replan,step_status=error at run_000069_s003,1,True,428,382,success
run_000070_f01_r01,run_000070_f01,run_000070,0,False,,,0,False,0,0,failed
run_000071_f01_r01,run_000071_f01,run_000071,1,True,rollback,step_status=error at run_000071_s004,2,True,8050,1166,success
run_000071_f02_r01,run_000071_f02,run_000071,1,True,verify_result,step_status=error at run_000071_s015r,2,False,9858,464,partial_success
run_000071_f02_r02,run_000071_f02,run_000071,2,True,replan,prior recovery attempt 1 failed,3,False,22440,345,partial_success
run_000071_f03_r01,run_000071_f03,run_000071,1,True,rollback,step_status=error at run_000071_s017r,3,True,18792,636,success
run_000073_f01_r01,run_000073_f01,run_000073,1,True,replan,step_status=error at run_000073_s001,1,True,2189,586,success
run_000073_f02_r01,run_000073_f02,run_000073,1,True,alternative_tool,step_status=error at run_000073_s009,1,True,1230,331,success
run_000073_f03_r01,run_000073_f03,run_000073,1,True,verify_result,step_status=error at run_000073_s014r,1,True,6810,548,success
run_000074_f01_r01,run_000074_f01,run_000074,1,True,replan,step_status=error at run_000074_s001,2,True,11692,716,success
run_000074_f02_r01,run_000074_f02,run_000074,1,True,change_execution_strategy,step_status=error at run_000074_s002,2,True,3620,454,success
run_000074_f03_r01,run_000074_f03,run_000074,0,False,,,0,False,0,0,failed
run_000075_f01_r01,run_000075_f01,run_000075,1,True,alternative_tool,step_status=error at run_000075_s014,2,False,12484,792,partial_success
run_000075_f02_r01,run_000075_f02,run_000075,1,True,verify_result,step_status=error at run_000075_s020r,1,True,2611,509,success
run_000075_f03_r01,run_000075_f03,run_000075,1,True,rollback,step_status=error at run_000075_s021r,1,False,6842,188,partial_success
run_000080_f01_r01,run_000080_f01,run_000080,1,True,verify_result,step_status=error at run_000080_s005,3,True,11511,1329,success
run_000080_f02_r01,run_000080_f02,run_000080,1,True,retry,step_status=error at run_000080_s009,3,False,18072,1056,partial_success
run_000080_f02_r02,run_000080_f02,run_000080,2,True,change_execution_strategy,prior recovery attempt 1 failed,3,False,15126,318,partial_success
run_000082_f01_r01,run_000082_f01,run_000082,0,False,,,0,False,0,0,failed
run_000082_f02_r01,run_000082_f02,run_000082,1,True,use_additional_evidence,step_status=error at run_000082_s007,2,True,11490,518,success
run_000082_f03_r01,run_000082_f03,run_000082,0,False,,,0,False,0,0,failed
run_000082_f04_r01,run_000082_f04,run_000082,1,True,change_execution_strategy,step_status=error at run_000082_s011,1,False,2871,162,partial_success
run_000084_f01_r01,run_000084_f01,run_000084,0,False,,,0,False,0,0,failed
run_000085_f01_r01,run_000085_f01,run_000085,0,False,,,0,False,0,0,failed
run_000087_f01_r01,run_000087_f01,run_000087,1,True,verify_result,step_status=error at run_000087_s007,3,True,21813,1587,success
run_000088_f01_r01,run_000088_f01,run_000088,1,True,alternative_tool,step_status=error at run_000088_s011,1,False,1456,414,partial_success
run_000088_f01_r02,run_000088_f01,run_000088,2,True,use_additional_evidence,prior recovery attempt 1 failed,2,False,5654,1128,partial_success
run_000089_f01_r01,run_000089_f01,run_000089,1,True,reformulate_query,step_status=error at run_000089_s002,2,False,5182,922,partial_success
run_000089_f01_r02,run_000089_f01,run_000089,2,True,use_additional_evidence,prior recovery attempt 1 failed,3,False,14118,204,partial_success
run_000089_f02_r01,run_000089_f02,run_000089,0,False,,,0,False,0,0,failed
run_000091_f01_r01,run_000091_f01,run_000091,1,True,alternative_tool,step_status=error at run_000091_s009,1,True,4986,204,success
run_000091_f02_r01,run_000091_f02,run_000091,1,True,use_additional_evidence,step_status=error at run_000091_s012r,3,True,22665,576,success
run_000092_f01_r01,run_000092_f01,run_000092,0,False,,,0,False,0,0,failed
run_000094_f01_r01,run_000094_f01,run_000094,1,True,rollback,step_status=error at run_000094_s002,2,True,10800,982,success
run_000095_f01_r01,run_000095_f01,run_000095,0,False,,,0,False,0,0,failed
run_000098_f01_r01,run_000098_f01,run_000098,1,True,ask_for_clarification,step_status=error at run_000098_s001,1,False,2096,317,partial_success
run_000098_f01_r02,run_000098_f01,run_000098,2,True,replan,prior recovery attempt 1 failed,2,False,15718,1058,partial_success
run_000098_f02_r01,run_000098_f02,run_000098,1,True,rollback,step_status=error at run_000098_s017r,2,False,4736,1190,partial_success
run_000098_f02_r02,run_000098_f02,run_000098,2,True,alternative_tool,prior recovery attempt 1 failed,1,False,7075,444,partial_success
run_000098_f03_r01,run_000098_f03,run_000098,1,True,alternative_tool,step_status=error at run_000098_s003,1,True,2694,520,success
run_000099_f01_r01,run_000099_f01,run_000099,0,False,,,0,False,0,0,failed
run_000100_f01_r01,run_000100_f01,run_000100,1,True,replan,step_status=error at run_000100_s009,2,False,12016,466,partial_success
run_000100_f01_r02,run_000100_f01,run_000100,2,True,verify_result,prior recovery attempt 1 failed,3,False,9678,327,partial_success
run_000106_f01_r01,run_000106_f01,run_000106,0,False,,,0,False,0,0,failed
run_000108_f01_r01,run_000108_f01,run_000108,1,True,rollback,step_status=error at run_000108_s006,2,True,1130,982,success
run_000108_f02_r01,run_000108_f02,run_000108,1,True,verify_result,step_status=error at run_000108_s009,2,True,8654,864,success
run_000109_f01_r01,run_000109_f01,run_000109,1,True,rollback,step_status=error at run_000109_s003,2,False,13936,434,partial_success
run_000109_f01_r02,run_000109_f01,run_000109,2,True,verify_result,prior recovery attempt 1 failed,2,False,11752,646,partial_success
run_000109_f02_r01,run_000109_f02,run_000109,1,True,verify_result,step_status=error at run_000109_s004,1,False,5725,182,partial_success
run_000109_f03_r01,run_000109_f03,run_000109,1,True,alternative_tool,step_status=error at run_000109_s008,1,True,3579,341,success
run_000110_f01_r01,run_000110_f01,run_000110,0,False,,,0,False,0,0,failed
run_000111_f01_r01,run_000111_f01,run_000111,1,True,replan,step_status=error at run_000111_s001,2,False,15710,542,partial_success
run_000113_f01_r01,run_000113_f01,run_000113,1,True,verify_result,step_status=error at run_000113_s008,3,True,15447,390,success
run_000113_f02_r01,run_000113_f02,run_000113,1,True,retry,step_status=error at run_000113_s009,2,True,12356,796,success
run_000114_f01_r01,run_000114_f01,run_000114,0,False,,,0,False,0,0,failed
run_000114_f02_r01,run_000114_f02,run_000114,1,True,retry,step_status=error at run_000114_s007,2,False,10954,970,partial_success
run_000114_f02_r02,run_000114_f02,run_000114,2,True,alternative_tool,prior recovery attempt 1 failed,2,False,9398,610,partial_success
run_000114_f03_r01,run_000114_f03,run_000114,1,True,ask_for_clarification,step_status=error at run_000114_s015r,1,True,4386,376,success
run_000114_f04_r01,run_000114_f04,run_000114,1,True,verify_result,step_status=error at run_000114_s016r,3,True,15438,1242,success
run_000115_f01_r01,run_000115_f01,run_000115,0,False,,,0,False,0,0,failed
run_000117_f01_r01,run_000117_f01,run_000117,0,False,,,0,False,0,0,failed
run_000118_f01_r01,run_000118_f01,run_000118,1,True,change_execution_strategy,step_status=error at run_000118_s001,2,False,11784,982,partial_success
run_000118_f01_r02,run_000118_f01,run_000118,2,True,ask_for_clarification,prior recovery attempt 1 failed,1,True,4011,242,success
run_000120_f01_r01,run_000120_f01,run_000120,1,True,verify_result,step_status=error at run_000120_s004,3,True,1971,699,success
run_000120_f02_r01,run_000120_f02,run_000120,1,True,replan,step_status=error at run_000120_s009,3,True,21777,699,success
run_000120_f03_r01,run_000120_f03,run_000120,1,True,rollback,step_status=error at run_000120_s026r,2,True,13114,634,success
run_000120_f04_r01,run_000120_f04,run_000120,1,True,use_additional_evidence,step_status=error at run_000120_s028r,1,False,6661,216,partial_success
run_000120_f04_r02,run_000120_f04,run_000120,2,True,replan,prior recovery attempt 1 failed,1,False,5523,97,partial_success
run_000121_f01_r01,run_000121_f01,run_000121,0,False,,,0,False,0,0,failed
run_000121_f02_r01,run_000121_f02,run_000121,1,True,alternative_tool,step_status=error at run_000121_s015,2,False,6224,354,partial_success
run_000125_f01_r01,run_000125_f01,run_000125,1,True,alternative_tool,step_status=error at run_000125_s007,1,True,7442,440,success
run_000126_f01_r01,run_000126_f01,run_000126,1,True,rollback,step_status=error at run_000126_s003,2,True,9198,526,success
run_000126_f02_r01,run_000126_f02,run_000126,1,True,use_additional_evidence,step_status=error at run_000126_s005,2,True,13310,532,success
run_000126_f03_r01,run_000126_f03,run_000126,0,False,,,0,False,0,0,failed
run_000127_f01_r01,run_000127_f01,run_000127,0,False,,,0,False,0,0,failed
run_000128_f01_r01,run_000128_f01,run_000128,1,True,ask_for_clarification,step_status=error at run_000128_s001,3,False,10785,426,partial_success
run_000128_f01_r02,run_000128_f01,run_000128,2,True,replan,prior recovery attempt 1 failed,3,True,9255,1665,success
run_000129_f01_r01,run_000129_f01,run_000129,1,True,change_execution_strategy,step_status=error at run_000129_s006,1,True,5876,91,success
run_000133_f01_r01,run_000133_f01,run_000133,1,True,retry,step_status=error at run_000133_s003,1,False,4936,563,partial_success
run_000133_f01_r02,run_000133_f01,run_000133,2,True,retry,prior recovery attempt 1 failed,3,True,9465,960,success
run_000133_f02_r01,run_000133_f02,run_000133,0,False,,,0,False,0,0,failed
run_000133_f03_r01,run_000133_f03,run_000133,1,True,replan,step_status=error at run_000133_s004,1,True,612,428,success
run_000134_f01_r01,run_000134_f01,run_000134,1,True,rollback,step_status=error at run_000134_s002,3,True,15288,654,success
run_000134_f02_r01,run_000134_f02,run_000134,1,True,alternative_tool,step_status=error at run_000134_s003,1,True,5503,163,success
run_000135_f01_r01,run_000135_f01,run_000135,1,True,reformulate_query,step_status=error at run_000135_s003,2,True,9422,504,success
run_000135_f02_r01,run_000135_f02,run_000135,1,True,replan,step_status=error at run_000135_s006,1,True,1081,377,success
run_000137_f01_r01,run_000137_f01,run_000137,1,True,replan,step_status=error at run_000137_s007,1,True,3717,194,success
run_000137_f02_r01,run_000137_f02,run_000137,1,True,verify_result,step_status=error at run_000137_s017,1,True,2155,166,success
run_000138_f01_r01,run_000138_f01,run_000138,1,True,change_execution_strategy,step_status=error at run_000138_s006,3,False,23457,675,partial_success
run_000138_f02_r01,run_000138_f02,run_000138,0,False,,,0,False,0,0,failed
run_000138_f03_r01,run_000138_f03,run_000138,0,False,,,0,False,0,0,failed
run_000139_f01_r01,run_000139_f01,run_000139,0,False,,,0,False,0,0,failed
run_000140_f01_r01,run_000140_f01,run_000140,0,False,,,0,False,0,0,failed
run_000141_f01_r01,run_000141_f01,run_000141,1,True,change_execution_strategy,step_status=error at run_000141_s006,2,True,2860,622,success
run_000141_f02_r01,run_000141_f02,run_000141,1,True,reformulate_query,step_status=error at run_000141_s016,3,True,4887,1755,success
run_000141_f03_r01,run_000141_f03,run_000141,1,True,replan,step_status=error at run_000141_s026r,2,True,5354,746,success
run_000143_f01_r01,run_000143_f01,run_000143,1,True,alternative_tool,step_status=error at run_000143_s002,1,True,4594,525,success
run_000143_f02_r01,run_000143_f02,run_000143,0,False,,,0,False,0,0,failed
run_000144_f01_r01,run_000144_f01,run_000144,1,True,change_execution_strategy,step_status=error at run_000144_s001,1,False,3473,579,partial_success
run_000144_f01_r02,run_000144_f01,run_000144,2,True,replan,prior recovery attempt 1 failed,1,True,6727,74,success
run_000144_f02_r01,run_000144_f02,run_000144,1,True,retry,step_status=error at run_000144_s005,1,True,3503,135,success
run_000144_f03_r01,run_000144_f03,run_000144,1,True,alternative_tool,step_status=error at run_000144_s006,1,True,5765,57,success
run_000144_f04_r01,run_000144_f04,run_000144,1,True,alternative_tool,step_status=error at run_000144_s008,2,True,4308,606,success
run_000146_f01_r01,run_000146_f01,run_000146,1,True,retry,step_status=error at run_000146_s006,2,False,15760,974,partial_success
run_000146_f01_r02,run_000146_f01,run_000146,2,True,alternative_tool,prior recovery attempt 1 failed,2,False,10594,340,partial_success
run_000146_f02_r01,run_000146_f02,run_000146,1,True,retry,step_status=error at run_000146_s023r,3,True,14742,1206,success
run_000146_f03_r01,run_000146_f03,run_000146,1,True,verify_result,step_status=error at run_000146_s007,3,True,10347,1365,success
run_000147_f01_r01,run_000147_f01,run_000147,1,True,replan,step_status=error at run_000147_s009,3,True,22563,1524,success
run_000147_f02_r01,run_000147_f02,run_000147,1,True,ask_for_clarification,step_status=error at run_000147_s010,2,True,15688,406,success
run_000148_f01_r01,run_000148_f01,run_000148,1,True,use_additional_evidence,step_status=error at run_000148_s002,3,True,19749,561,success
run_000148_f02_r01,run_000148_f02,run_000148,0,False,,,0,False,0,0,failed
run_000148_f03_r01,run_000148_f03,run_000148,1,True,change_execution_strategy,step_status=error at run_000148_s005,2,True,10412,150,success
run_000150_f01_r01,run_000150_f01,run_000150,1,True,replan,step_status=error at run_000150_s003,2,True,11242,626,success
run_000151_f01_r01,run_000151_f01,run_000151,1,True,rollback,step_status=error at run_000151_s004,3,True,11106,1206,success
run_000152_f01_r01,run_000152_f01,run_000152,1,True,change_execution_strategy,step_status=error at run_000152_s002,1,True,6115,369,success
run_000154_f01_r01,run_000154_f01,run_000154,1,True,change_execution_strategy,step_status=error at run_000154_s005,2,True,7324,142,success
run_000154_f02_r01,run_000154_f02,run_000154,1,True,rollback,step_status=error at run_000154_s006,3,True,13149,993,success
run_000154_f03_r01,run_000154_f03,run_000154,0,False,,,0,False,0,0,failed
run_000155_f01_r01,run_000155_f01,run_000155,1,True,verify_result,step_status=error at run_000155_s005,3,False,15513,630,partial_success
run_000156_f01_r01,run_000156_f01,run_000156,0,False,,,0,False,0,0,failed
run_000157_f01_r01,run_000157_f01,run_000157,1,True,replan,step_status=error at run_000157_s003,3,False,14199,1077,partial_success
run_000157_f01_r02,run_000157_f01,run_000157,2,True,rollback,prior recovery attempt 1 failed,1,False,3839,377,partial_success
run_000157_f02_r01,run_000157_f02,run_000157,1,True,replan,step_status=error at run_000157_s011r,1,True,1978,293,success
run_000157_f03_r01,run_000157_f03,run_000157,1,True,use_additional_evidence,step_status=error at run_000157_s013r,1,True,1499,109,success
run_000158_f01_r01,run_000158_f01,run_000158,0,False,,,0,False,0,0,failed
run_000158_f02_r01,run_000158_f02,run_000158,1,True,alternative_tool,step_status=error at run_000158_s005,1,True,7304,139,success
run_000158_f03_r01,run_000158_f03,run_000158,0,False,,,0,False,0,0,failed
run_000161_f01_r01,run_000161_f01,run_000161,0,False,,,0,False,0,0,failed
run_000162_f01_r01,run_000162_f01,run_000162,0,False,,,0,False,0,0,failed
run_000163_f01_r01,run_000163_f01,run_000163,1,True,reformulate_query,step_status=error at run_000163_s009,2,False,11862,892,partial_success
run_000163_f01_r02,run_000163_f01,run_000163,2,True,reformulate_query,prior recovery attempt 1 failed,3,False,14943,213,partial_success
run_000164_f01_r01,run_000164_f01,run_000164,1,True,rollback,step_status=error at run_000164_s005,1,True,1194,395,success
run_000164_f02_r01,run_000164_f02,run_000164,1,True,change_execution_strategy,step_status=error at run_000164_s007,1,True,6932,380,success
run_000164_f03_r01,run_000164_f03,run_000164,1,True,alternative_tool,step_status=error at run_000164_s009,2,True,1672,170,success
run_000165_f01_r01,run_000165_f01,run_000165,1,True,verify_result,step_status=error at run_000165_s005,3,False,6753,1407,partial_success
run_000165_f02_r01,run_000165_f02,run_000165,1,True,rollback,step_status=error at run_000165_s007,3,False,2397,1053,partial_success
run_000166_f01_r01,run_000166_f01,run_000166,1,True,replan,step_status=error at run_000166_s001,2,True,11406,1102,success
run_000166_f02_r01,run_000166_f02,run_000166,1,True,use_additional_evidence,step_status=error at run_000166_s016r,2,True,5978,1192,success
run_000166_f03_r01,run_000166_f03,run_000166,0,False,,,0,False,0,0,failed
run_000168_f01_r01,run_000168_f01,run_000168,1,True,replan,step_status=error at run_000168_s001,1,False,4498,549,partial_success
run_000168_f01_r02,run_000168_f01,run_000168,2,True,change_execution_strategy,prior recovery attempt 1 failed,3,False,21909,1071,partial_success
run_000169_f01_r01,run_000169_f01,run_000169,1,True,rollback,step_status=error at run_000169_s009,3,True,9516,576,success
run_000169_f02_r01,run_000169_f02,run_000169,1,True,rollback,step_status=error at run_000169_s016r,2,True,15344,780,success
run_000169_f03_r01,run_000169_f03,run_000169,1,True,verify_result,step_status=error at run_000169_s018r,2,False,4384,546,partial_success
run_000169_f03_r02,run_000169_f03,run_000169,2,True,verify_result,prior recovery attempt 1 failed,2,False,13950,860,partial_success
run_000171_f01_r01,run_000171_f01,run_000171,0,False,,,0,False,0,0,failed
run_000172_f01_r01,run_000172_f01,run_000172,1,True,verify_result,step_status=error at run_000172_s005,1,True,2134,395,success
run_000172_f02_r01,run_000172_f02,run_000172,1,True,alternative_tool,step_status=error at run_000172_s009,2,False,1990,540,partial_success
run_000172_f03_r01,run_000172_f03,run_000172,0,False,,,0,False,0,0,failed
run_000173_f01_r01,run_000173_f01,run_000173,0,False,,,0,False,0,0,failed
run_000173_f02_r01,run_000173_f02,run_000173,1,True,alternative_tool,step_status=error at run_000173_s002,1,False,5253,161,partial_success
run_000173_f02_r02,run_000173_f02,run_000173,2,True,rollback,prior recovery attempt 1 failed,3,False,8802,216,partial_success
run_000173_f03_r01,run_000173_f03,run_000173,1,True,verify_result,step_status=error at run_000173_s025r,3,True,23772,894,success
run_000173_f04_r01,run_000173_f04,run_000173,1,True,alternative_tool,step_status=error at run_000173_s003,3,False,20241,807,partial_success
run_000174_f01_r01,run_000174_f01,run_000174,1,True,verify_result,step_status=error at run_000174_s019,3,True,3057,240,success
run_000175_f01_r01,run_000175_f01,run_000175,1,True,retry,step_status=error at run_000175_s004,1,True,6658,173,success
run_000175_f02_r01,run_000175_f02,run_000175,1,True,verify_result,step_status=error at run_000175_s022r,3,False,12285,924,partial_success
run_000175_f02_r02,run_000175_f02,run_000175,2,True,use_additional_evidence,prior recovery attempt 1 failed,1,True,1828,498,success
run_000175_f03_r01,run_000175_f03,run_000175,1,True,retry,step_status=error at run_000175_s007,2,True,8380,364,success
run_000175_f04_r01,run_000175_f04,run_000175,1,True,verify_result,step_status=error at run_000175_s028r,2,True,6146,1074,success
run_000176_f01_r01,run_000176_f01,run_000176,1,True,ask_for_clarification,step_status=error at run_000176_s001,1,False,6467,447,partial_success
run_000176_f02_r01,run_000176_f02,run_000176,0,False,,,0,False,0,0,failed
run_000176_f03_r01,run_000176_f03,run_000176,1,True,change_execution_strategy,step_status=error at run_000176_s010,1,True,612,489,success
run_000176_f04_r01,run_000176_f04,run_000176,0,False,,,0,False,0,0,failed
run_000177_f01_r01,run_000177_f01,run_000177,1,True,use_additional_evidence,step_status=error at run_000177_s002,2,True,11650,680,success
run_000180_f01_r01,run_000180_f01,run_000180,0,False,,,0,False,0,0,failed
run_000181_f01_r01,run_000181_f01,run_000181,1,True,change_execution_strategy,step_status=error at run_000181_s005,3,True,4173,1452,success
run_000182_f01_r01,run_000182_f01,run_000182,0,False,,,0,False,0,0,failed
run_000183_f01_r01,run_000183_f01,run_000183,1,True,rollback,step_status=error at run_000183_s009,1,True,4415,94,success
run_000185_f01_r01,run_000185_f01,run_000185,1,True,alternative_tool,step_status=error at run_000185_s006,2,True,10882,310,success
run_000187_f01_r01,run_000187_f01,run_000187,0,False,,,0,False,0,0,failed
run_000188_f01_r01,run_000188_f01,run_000188,1,True,replan,step_status=error at run_000188_s002,2,True,3444,894,success
run_000188_f02_r01,run_000188_f02,run_000188,1,True,reformulate_query,step_status=error at run_000188_s003,2,False,11956,156,partial_success
run_000188_f03_r01,run_000188_f03,run_000188,1,True,replan,step_status=error at run_000188_s005,1,False,2628,263,partial_success
run_000188_f04_r01,run_000188_f04,run_000188,1,True,reformulate_query,step_status=error at run_000188_s009,2,True,3660,832,success
run_000189_f01_r01,run_000189_f01,run_000189,1,True,ask_for_clarification,step_status=error at run_000189_s001,2,True,5680,734,success
